ID_Venta,Fecha,Mes,Mes_Nombre,Trimestre,Día_Semana,ID_Cliente,Cliente,Tipo_Cliente,Ruta,Municipio,Zona,Vendedor,Producto,Categoría,Cantidad_Cajas,Precio_Caja,Costo_Caja,Descuento_%,Precio_Final,Total_Venta,Costo_Total,Utilidad
V00115,2023-01-12,1,January,T1,Thursday,C102,Bar/Estadero El Rincón,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Costeña x30,Cerveza,3,60000,47000,0,60000.0,180000.0,141000,39000.0
V00116,2023-01-12,1,January,T1,Thursday,C003,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Electrolit x12,Electrolit,9,55000,40000,0,55000.0,495000.0,360000,135000.0
V00117,2023-01-12,1,January,T1,Thursday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Águila Lata x30,Cerveza,1,72000,58000,2,70560.0,70560.0,58000,12560.0
V00118,2023-01-12,1,January,T1,Thursday,C038,Superete El Paisa,Superete,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Electrolit x12,Electrolit,3,55000,40000,5,52250.0,156750.0,120000,36750.0
V00119,2023-01-12,1,January,T1,Thursday,C029,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Águila Botella x30,Cerveza,1,68000,54000,2,66640.0,66640.0,54000,12640.0
V00120,2023-01-12,1,January,T1,Thursday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Carlos Martínez,Agua Cristal 600ml x24,Agua,8,22000,15000,0,22000.0,176000.0,120000,56000.0
V00121,2023-01-13,1,January,T1,Friday,C007,Tienda La Esquina,Tienda,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Malta Pony x30,Malta,1,48000,36000,0,48000.0,48000.0,36000,12000.0
V00122,2023-01-13,1,January,T1,Friday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Malta Pony x30,Malta,5,48000,36000,0,48000.0,240000.0,180000,60000.0
V00123,2023-01-13,1,January,T1,Friday,C111,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Luis Hernández,Águila Botella x30,Cerveza,9,68000,54000,0,68000.0,612000.0,486000,126000.0
V00124,2023-01-13,1,January,T1,Friday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Agua Cristal 1.5L x12,Agua,7,28000,19000,0,28000.0,196000.0,133000,63000.0
V00125,2023-01-13,1,January,T1,Friday,C015,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Club Colombia x24,Cerveza,10,85000,68000,0,85000.0,850000.0,680000,170000.0
V00126,2023-01-13,1,January,T1,Friday,C106,Bar/Estadero El Pariente,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V00127,2023-01-13,1,January,T1,Friday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Jhon Pérez,Póker Botella x30,Cerveza,4,66000,52000,0,66000.0,264000.0,208000,56000.0
V00128,2023-01-13,1,January,T1,Friday,C052,Superete La Pola,Superete,Ruta La Unión,La Unión,Vereda La Victoria,Jhon Pérez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V00129,2023-01-13,1,January,T1,Friday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Andrés Díaz,Póker Lata x30,Cerveza,1,70000,56000,0,70000.0,70000.0,56000,14000.0
V00130,2023-01-13,1,January,T1,Friday,C010,Superete El Paisa,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Electrolit x12,Electrolit,10,55000,40000,0,55000.0,550000.0,400000,150000.0
V00131,2023-01-14,1,January,T1,Saturday,C030,Bar/Estadero Don Jorge,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Póker Botella x30,Cerveza,5,66000,52000,5,62700.0,313500.0,260000,53500.0
V00132,2023-01-14,1,January,T1,Saturday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Costeña Litro x12,Cerveza,2,55000,43000,2,53900.0,107800.0,86000,21800.0
V00133,2023-01-14,1,January,T1,Saturday,C091,Minimercado El Amigo,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Luis Hernández,Malta Leona x30,Malta,3,46000,35000,0,46000.0,138000.0,105000,33000.0
V00134,2023-01-14,1,January,T1,Saturday,C090,Tienda El Amigo,Tienda,Ruta San Marcos,San Marcos,Vereda Buenavista,Carlos Martínez,Águila Botella x30,Cerveza,1,68000,54000,0,68000.0,68000.0,54000,14000.0
V00135,2023-01-14,1,January,T1,Saturday,C111,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Andrés Díaz,Malta Pony x30,Malta,10,48000,36000,0,48000.0,480000.0,360000,120000.0
V00136,2023-01-14,1,January,T1,Saturday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Águila Botella x30,Cerveza,8,68000,54000,5,64600.0,516800.0,432000,84800.0
V00137,2023-01-14,1,January,T1,Saturday,C010,Superete El Paisa,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Electrolit x12,Electrolit,7,55000,40000,0,55000.0,385000.0,280000,105000.0
V00138,2023-01-14,1,January,T1,Saturday,C088,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Vereda Buenavista,Jhon Pérez,Agua Cristal 600ml x24,Agua,2,22000,15000,2,21560.0,43120.0,30000,13120.0
V00139,2023-01-16,1,January,T1,Monday,C095,Tienda Doña Carmen,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Jhon Pérez,Malta Leona x30,Malta,5,46000,35000,2,45080.0,225400.0,175000,50400.0
V00140,2023-01-16,1,January,T1,Monday,C042,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,La Unión Centro,Andrés Díaz,Póker Lata x30,Cerveza,8,70000,56000,2,68600.0,548800.0,448000,100800.0
V00141,2023-01-16,1,January,T1,Monday,C078,Tienda La Pola,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Andrés Díaz,Club Colombia x24,Cerveza,3,85000,68000,2,83300.0,249900.0,204000,45900.0
V00142,2023-01-16,1,January,T1,Monday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Andrés Díaz,Malta Leona x30,Malta,8,46000,35000,0,46000.0,368000.0,280000,88000.0
V00143,2023-01-16,1,January,T1,Monday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Carlos Martínez,Costeña x30,Cerveza,7,60000,47000,0,60000.0,420000.0,329000,91000.0
V00144,2023-01-16,1,January,T1,Monday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Carlos Martínez,Malta Leona x30,Malta,2,46000,35000,0,46000.0,92000.0,70000,22000.0
V00145,2023-01-16,1,January,T1,Monday,C030,Bar/Estadero Don Jorge,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Costeña Litro x12,Cerveza,8,55000,43000,0,55000.0,440000.0,344000,96000.0
V00146,2023-01-16,1,January,T1,Monday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Agua Cristal 1.5L x12,Agua,1,28000,19000,0,28000.0,28000.0,19000,9000.0
V00147,2023-01-16,1,January,T1,Monday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Costeña x30,Cerveza,5,60000,47000,0,60000.0,300000.0,235000,65000.0
V00148,2023-01-16,1,January,T1,Monday,C111,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Andrés Díaz,Costeña Litro x12,Cerveza,9,55000,43000,0,55000.0,495000.0,387000,108000.0
V00149,2023-01-16,1,January,T1,Monday,C074,Tienda La Esquina,Tienda,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Costeña Litro x12,Cerveza,1,55000,43000,0,55000.0,55000.0,43000,12000.0
V00150,2023-01-16,1,January,T1,Monday,C076,Tienda El Paisa,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Andrés Díaz,Malta Pony x30,Malta,8,48000,36000,5,45600.0,364800.0,288000,76800.0
V00151,2023-01-16,1,January,T1,Monday,C003,Minimercado El Vecino,Minimercado,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Águila Lata x30,Cerveza,4,72000,58000,0,72000.0,288000.0,232000,56000.0
V00152,2023-01-16,1,January,T1,Monday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Club Colombia x24,Cerveza,8,85000,68000,5,80750.0,646000.0,544000,102000.0
V00153,2023-01-17,1,January,T1,Tuesday,C004,Tienda El Campesino,Tienda,Ruta Caimito,Caimito,Caimito Centro,Jhon Pérez,Águila Lata x30,Cerveza,9,72000,58000,0,72000.0,648000.0,522000,126000.0
V00154,2023-01-17,1,January,T1,Tuesday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Jhon Pérez,Póker Botella x30,Cerveza,2,66000,52000,0,66000.0,132000.0,104000,28000.0
V00155,2023-01-17,1,January,T1,Tuesday,C078,Tienda La Pola,Tienda,Ruta San Marcos,San Marcos,Barrio El Prado,Carlos Martínez,Malta Leona x30,Malta,3,46000,35000,0,46000.0,138000.0,105000,33000.0
V00156,2023-01-17,1,January,T1,Tuesday,C103,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Agua Cristal 1.5L x12,Agua,5,28000,19000,0,28000.0,140000.0,95000,45000.0
V00157,2023-01-17,1,January,T1,Tuesday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Agua Cristal 600ml x24,Agua,4,22000,15000,0,22000.0,88000.0,60000,28000.0
V00158,2023-01-17,1,January,T1,Tuesday,C091,Minimercado El Amigo,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Luis Hernández,Costeña Litro x12,Cerveza,4,55000,43000,2,53900.0,215600.0,172000,43600.0
V00159,2023-01-17,1,January,T1,Tuesday,C021,Tienda La Pola,Tienda,Ruta Caimito,Caimito,Vereda San Pedro,Carlos Martínez,Águila Botella x30,Cerveza,5,68000,54000,0,68000.0,340000.0,270000,70000.0
V00160,2023-01-17,1,January,T1,Tuesday,C040,Minimercado El Pariente,Minimercado,Ruta La Unión,La Unión,La Unión Centro,Carlos Martínez,Agua Cristal 1.5L x12,Agua,5,28000,19000,0,28000.0,140000.0,95000,45000.0
V00161,2023-01-17,1,January,T1,Tuesday,C071,Superete El Campesino,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Electrolit x12,Electrolit,5,55000,40000,2,53900.0,269500.0,200000,69500.0
V00162,2023-01-18,1,January,T1,Wednesday,C058,Bar/Estadero El Campesino,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Carmen,Luis Hernández,Costeña x30,Cerveza,4,60000,47000,5,57000.0,228000.0,188000,40000.0
V00163,2023-01-18,1,January,T1,Wednesday,C069,Minimercado El Vecino,Minimercado,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Malta Pony x30,Malta,7,48000,36000,0,48000.0,336000.0,252000,84000.0
V00164,2023-01-18,1,January,T1,Wednesday,C062,Restaurante La Esquina,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Águila Lata x30,Cerveza,6,72000,58000,5,68400.0,410400.0,348000,62400.0
V00165,2023-01-18,1,January,T1,Wednesday,C045,Bar/Estadero La Pola,Bar/Estadero,Ruta La Unión,La Unión,Vereda El Paraíso,Luis Hernández,Electrolit x12,Electrolit,7,55000,40000,0,55000.0,385000.0,280000,105000.0
V00166,2023-01-18,1,January,T1,Wednesday,C043,Superete Doña Carmen,Superete,Ruta La Unión,La Unión,Vereda El Paraíso,Carlos Martínez,Agua Cristal 600ml x24,Agua,1,22000,15000,0,22000.0,22000.0,15000,7000.0
V00167,2023-01-18,1,January,T1,Wednesday,C071,Superete El Campesino,Superete,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Águila Botella x30,Cerveza,8,68000,54000,0,68000.0,544000.0,432000,112000.0
V00168,2023-01-18,1,January,T1,Wednesday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Luis Hernández,Águila Lata x30,Cerveza,3,72000,58000,0,72000.0,216000.0,174000,42000.0
V00169,2023-01-18,1,January,T1,Wednesday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Águila Botella x30,Cerveza,8,68000,54000,0,68000.0,544000.0,432000,112000.0
V00170,2023-01-18,1,January,T1,Wednesday,C049,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Jhon Pérez,Malta Pony x30,Malta,7,48000,36000,5,45600.0,319200.0,252000,67200.0
V00171,2023-01-18,1,January,T1,Wednesday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Costeña x30,Cerveza,9,60000,47000,0,60000.0,540000.0,423000,117000.0
V00172,2023-01-19,1,January,T1,Thursday,C092,Minimercado El Pariente,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Águila Botella x30,Cerveza,8,68000,54000,0,68000.0,544000.0,432000,112000.0
V00173,2023-01-19,1,January,T1,Thursday,C098,Bar/Estadero El Paisa,Bar/Estadero,Ruta San Marcos,San Marcos,Vereda El Tesoro,Jhon Pérez,Águila Lata x30,Cerveza,1,72000,58000,0,72000.0,72000.0,58000,14000.0
V00174,2023-01-19,1,January,T1,Thursday,C063,Bar/Estadero El Vecino,Bar/Estadero,Ruta La Unión,La Unión,Vereda Cañaveral,Andrés Díaz,Club Colombia x24,Cerveza,6,85000,68000,0,85000.0,510000.0,408000,102000.0
V00175,2023-01-19,1,January,T1,Thursday,C070,Restaurante El Vecino,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Andrés Díaz,Póker Lata x30,Cerveza,4,70000,56000,2,68600.0,274400.0,224000,50400.0
V00176,2023-01-19,1,January,T1,Thursday,C005,Tienda El Amigo,Tienda,Ruta Caimito,Caimito,Caimito Centro,Luis Hernández,Malta Pony x30,Malta,3,48000,36000,0,48000.0,144000.0,108000,36000.0
V00177,2023-01-19,1,January,T1,Thursday,C080,Minimercado La Pola,Minimercado,Ruta San Marcos,San Marcos,Barrio La Esperanza,Luis Hernández,Águila Botella x30,Cerveza,10,68000,54000,0,68000.0,680000.0,540000,140000.0
V00178,2023-01-19,1,January,T1,Thursday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Agua Cristal 600ml x24,Agua,10,22000,15000,0,22000.0,220000.0,150000,70000.0
V00179,2023-01-19,1,January,T1,Thursday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Agua Cristal 600ml x24,Agua,5,22000,15000,0,22000.0,110000.0,75000,35000.0
V00180,2023-01-19,1,January,T1,Thursday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V00181,2023-01-19,1,January,T1,Thursday,C088,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Vereda Buenavista,Jhon Pérez,Malta Leona x30,Malta,9,46000,35000,0,46000.0,414000.0,315000,99000.0
V00182,2023-01-19,1,January,T1,Thursday,C037,Bar/Estadero El Rincón,Bar/Estadero,Ruta Caimito,Caimito,Vereda Palo Alto,Carlos Martínez,Agua Cristal 600ml x24,Agua,6,22000,15000,2,21560.0,129360.0,90000,39360.0
V00183,2023-01-19,1,January,T1,Thursday,C030,Bar/Estadero Don Jorge,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Carlos Martínez,Malta Leona x30,Malta,7,46000,35000,5,43700.0,305900.0,245000,60900.0
V00184,2023-01-19,1,January,T1,Thursday,C096,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Andrés Díaz,Agua Cristal 600ml x24,Agua,5,22000,15000,0,22000.0,110000.0,75000,35000.0
V00185,2023-01-19,1,January,T1,Thursday,C012,Minimercado La Pola,Minimercado,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Agua Cristal 600ml x24,Agua,2,22000,15000,0,22000.0,44000.0,30000,14000.0
V00186,2023-01-19,1,January,T1,Thursday,C056,Tienda El Rincón,Tienda,Ruta La Unión,La Unión,Vereda El Carmen,Carlos Martínez,Malta Pony x30,Malta,6,48000,36000,2,47040.0,282240.0,216000,66240.0
V00187,2023-01-19,1,January,T1,Thursday,C013,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Electrolit x12,Electrolit,5,55000,40000,0,55000.0,275000.0,200000,75000.0
V00188,2023-01-19,1,January,T1,Thursday,C082,Restaurante El Campesino,Restaurante,Ruta San Marcos,San Marcos,Barrio La Esperanza,Jhon Pérez,Club Colombia x24,Cerveza,1,85000,68000,2,83300.0,83300.0,68000,15300.0
V00189,2023-01-19,1,January,T1,Thursday,C091,Minimercado El Amigo,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Luis Hernández,Malta Pony x30,Malta,8,48000,36000,0,48000.0,384000.0,288000,96000.0
V00190,2023-01-20,1,January,T1,Friday,C103,Minimercado La Esquina,Minimercado,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Malta Leona x30,Malta,1,46000,35000,0,46000.0,46000.0,35000,11000.0
V00191,2023-01-20,1,January,T1,Friday,C046,Minimercado Don Jorge,Minimercado,Ruta La Unión,La Unión,Vereda El Paraíso,Luis Hernández,Águila Lata x30,Cerveza,10,72000,58000,0,72000.0,720000.0,580000,140000.0
V00192,2023-01-20,1,January,T1,Friday,C029,Minimercado La Esquina,Minimercado,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Águila Botella x30,Cerveza,5,68000,54000,0,68000.0,340000.0,270000,70000.0
V00193,2023-01-20,1,January,T1,Friday,C082,Restaurante El Campesino,Restaurante,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Póker Lata x30,Cerveza,4,70000,56000,0,70000.0,280000.0,224000,56000.0
V00194,2023-01-20,1,January,T1,Friday,C025,Superete Doña Carmen,Superete,Ruta Caimito,Caimito,Vereda San Pedro,Luis Hernández,Agua Cristal 1.5L x12,Agua,9,28000,19000,0,28000.0,252000.0,171000,81000.0
V00195,2023-01-20,1,January,T1,Friday,C080,Minimercado La Pola,Minimercado,Ruta San Marcos,San Marcos,Barrio La Esperanza,Carlos Martínez,Club Colombia x24,Cerveza,8,85000,68000,0,85000.0,680000.0,544000,136000.0
V00196,2023-01-20,1,January,T1,Friday,C033,Minimercado Don Jorge,Minimercado,Ruta Caimito,Caimito,Vereda Palo Alto,Luis Hernández,Águila Botella x30,Cerveza,8,68000,54000,0,68000.0,544000.0,432000,112000.0
V00197,2023-01-20,1,January,T1,Friday,C087,Superete La Pola,Superete,Ruta San Marcos,San Marcos,Vereda Pijiguay,Carlos Martínez,Póker Botella x30,Cerveza,7,66000,52000,2,64680.0,452760.0,364000,88760.0
V00198,2023-01-20,1,January,T1,Friday,C097,Minimercado Don Jorge,Minimercado,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Águila Botella x30,Cerveza,7,68000,54000,0,68000.0,476000.0,378000,98000.0
V00199,2023-01-20,1,January,T1,Friday,C093,Tienda El Pariente,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Carlos Martínez,Agua Cristal 1.5L x12,Agua,2,28000,19000,0,28000.0,56000.0,38000,18000.0
V00200,2023-01-20,1,January,T1,Friday,C099,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Vereda El Tesoro,Andrés Díaz,Malta Leona x30,Malta,5,46000,35000,2,45080.0,225400.0,175000,50400.0
V00201,2023-01-20,1,January,T1,Friday,C085,Restaurante El Rincón,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Luis Hernández,Malta Leona x30,Malta,6,46000,35000,0,46000.0,276000.0,210000,66000.0
V00202,2023-01-20,1,January,T1,Friday,C088,Minimercado El Paisa,Minimercado,Ruta San Marcos,San Marcos,Vereda Buenavista,Carlos Martínez,Agua Cristal 600ml x24,Agua,1,22000,15000,2,21560.0,21560.0,15000,6560.0
V00203,2023-01-20,1,January,T1,Friday,C108,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta San Marcos,San Marcos,Barrio Nuevo Milenio,Jhon Pérez,Malta Pony x30,Malta,4,48000,36000,5,45600.0,182400.0,144000,38400.0
V00204,2023-01-20,1,January,T1,Friday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Carlos Martínez,Malta Leona x30,Malta,8,46000,35000,5,43700.0,349600.0,280000,69600.0
V00205,2023-01-20,1,January,T1,Friday,C081,Superete El Vecino,Superete,Ruta San Marcos,San Marcos,Barrio La Esperanza,Luis Hernández,Malta Leona x30,Malta,7,46000,35000,0,46000.0,322000.0,245000,77000.0
V00206,2023-01-20,1,January,T1,Friday,C013,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Andrés Díaz,Águila Lata x30,Cerveza,1,72000,58000,0,72000.0,72000.0,58000,14000.0
V00207,2023-01-21,1,January,T1,Saturday,C013,Superete Don Jorge,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Electrolit x12,Electrolit,9,55000,40000,0,55000.0,495000.0,360000,135000.0
V00208,2023-01-21,1,January,T1,Saturday,C031,Bar/Estadero Doña Carmen,Bar/Estadero,Ruta Caimito,Caimito,Vereda Las Flores,Andrés Díaz,Costeña Litro x12,Cerveza,2,55000,43000,0,55000.0,110000.0,86000,24000.0
V00209,2023-01-21,1,January,T1,Saturday,C069,Minimercado El Vecino,Minimercado,Ruta San Marcos,San Marcos,San Marcos Centro,Carlos Martínez,Club Colombia x24,Cerveza,1,85000,68000,5,80750.0,80750.0,68000,12750.0
V00210,2023-01-21,1,January,T1,Saturday,C018,Tienda El Rincón,Tienda,Ruta Caimito,Caimito,Vereda Pueblito,Luis Hernández,Póker Botella x30,Cerveza,8,66000,52000,0,66000.0,528000.0,416000,112000.0
V00211,2023-01-21,1,January,T1,Saturday,C050,Superete El Rincón,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Carlos Martínez,Costeña x30,Cerveza,2,60000,47000,5,57000.0,114000.0,94000,20000.0
V00212,2023-01-21,1,January,T1,Saturday,C059,Restaurante El Campesino,Restaurante,Ruta La Unión,La Unión,Vereda El Carmen,Andrés Díaz,Agua Cristal 1.5L x12,Agua,6,28000,19000,0,28000.0,168000.0,114000,54000.0
V00213,2023-01-21,1,January,T1,Saturday,C048,Superete Don Jorge,Superete,Ruta La Unión,La Unión,Vereda Mata de Caña,Andrés Díaz,Club Colombia x24,Cerveza,4,85000,68000,0,85000.0,340000.0,272000,68000.0
V00214,2023-01-21,1,January,T1,Saturday,C086,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,Vereda Pijiguay,Jhon Pérez,Águila Botella x30,Cerveza,4,68000,54000,5,64600.0,258400.0,216000,42400.0
V00215,2023-01-21,1,January,T1,Saturday,C096,Tienda El Campesino,Tienda,Ruta San Marcos,San Marcos,Vereda La Ceiba,Luis Hernández,Águila Lata x30,Cerveza,6,72000,58000,0,72000.0,432000.0,348000,84000.0
V00216,2023-01-23,1,January,T1,Monday,C073,Restaurante La Pola,Restaurante,Ruta San Marcos,San Marcos,San Marcos Centro,Jhon Pérez,Club Colombia x24,Cerveza,3,85000,68000,0,85000.0,255000.0,204000,51000.0
V00217,2023-01-23,1,January,T1,Monday,C027,Tienda El Paisa,Tienda,Ruta Caimito,Caimito,Vereda Las Flores,Luis Hernández,Póker Lata x30,Cerveza,1,70000,56000,0,70000.0,70000.0,56000,14000.0
V00218,2023-01-23,1,January,T1,Monday,C009,Superete El Pariente,Superete,Ruta Caimito,Caimito,Vereda El Palmar,Luis Hernández,Malta Pony x30,Malta,6,48000,36000,0,48000.0,288000.0,216000,72000.0
